word,క్రి.రూపం.,meaning,annotation
నిమంత్ర్యుడు,"""","నిమంత్రింపదగినవాడు,నిమంత్రణముచేయదగినవాడు",
నిమగ్నుడు,"""","మునిగినవాడు,లీనుడు,అణగినవాడు",
నిమజ్జకుడు,"""",మునుగువాడు,
నిమితకాడు,విణ,"నియమితుడు,ఉద్యోగి,సేవకుడు",
నిమితము,సం.విణ,"సమదీర్ఘవిస్తారపరిమాణముకలది,చదరమైనది,నిఘము",
నిమిత్తవిదుడు,"""","కారణముతెలిసినవాడు,శుభాశుభశకునములనెరిగినవాడు",
నిమిత్తి,"""",నిమిత్తముకలది,
నిమీలకము,"""","మూయునది,ముకులించునది",
నిమీలిత,"""",నిమీలకము,
నిమీలితము,"""","మూయబడినది(కన్ను),ఆవృతము,కప్పబడినది,అస్తమించినది",
నిమీలితవ్యము,"""","మూసికొనదగినది(కన్ను),ఆవరింపబడుచున్నది",
నిమేయము,"""","మార్చుకొనదగినది,పరివర్తనీయము",
నిమేషకృత్తు,"""",రెప్పపాటుకలిగించునది,
నిమ్నము,"""","గభీరము,లోతు,తక్కువది,నీచము",
నిమ్మళము,విణ,"స్వస్థము,తగ్గినది,ఉపశాంతము,మందము,అల్పధ్వనికలది",
నియంత,సం.విణ,"నియమించువాడు,శాసించువాడు,విధించువాడు,ఏర్పరచువాడు,దండించువాడు,శిక్షించువాడు",
నియంత్రితము,"""","అడ్డగింపబడినది,వారింపబడినది,నియమింపబడినది",
నియతము,"""","సంయతము,కట్టబడినది,నియమయుతము,నియమముగలది,నియమముచేయునది",
